year,sc_gid,sc_point_gid,latitude,longitude,region,class,bin,supply_curve_cost_per_mw,built_capacity,investment_bool
2025,4098,42503,41.379,-69.911,s349,2,1,633207.4543874928,491.9579081632653,0
2025,4180,42982,41.268,-69.818,s349,2,1,633501.7451264197,599.4068877551018,1
2025,3936,41547,41.552,-69.837,s349,2,1,642601.1317930864,599.4068877551018,1
2025,3552,39155,42.034,-69.914,s349,2,1,647625.0679432558,9.228316326531058,1
2025,2626,33412,43.242,-70.39699999999998,s356,13,1,624133.815585074,12.0,0
2026,5219,48634,41.832,-81.28,s234,5,1,533871.0082709747,21.0,0
2026,11000,88823,33.785,-78.438,s292,5,1,577784.77344703,572.9320790816325,1
2026,10923,88350,33.789,-77.824,s292,5,1,606581.4801807533,227.06792091836746,1
2026,8469,70675,36.875,-75.574,s307,5,1,809655.8517679423,516.8829719387754,0
2026,8468,70674,36.894,-75.697,s307,5,2,1577500.6002422771,40.03507653061224,0
2026,8014,66377,37.59,-74.831,s314,3,1,944238.1529664024,588.3864795918366,0
2026,8065,66854,37.522,-74.983,s314,3,1,948576.0642339828,337.1986607142857,0
2026,8066,66855,37.502,-74.859,s314,3,2,974065.6553766724,599.4068877551018,1
2026,8119,67333,37.414,-74.887,s314,3,3,992450.7220433392,570.0898,1
2026,7788,64464,37.963,-74.842,s315,3,1,769940.5887100056,599.4068877551018,0
2026,7730,63986,38.051,-74.814,s315,3,1,783555.4585399723,599.4068877551018,1
2026,7786,64462,38.002,-75.092,s315,4,1,659823.0632738428,264.2745535714285,1
2026,7670,63507,38.159,-74.911,s315,4,2,683562.833595172,558.9116,1
2026,6754,57295,39.261,-74.281,s332,4,1,583034.74581114,540.6026785714283,0
2026,6829,57772,39.19300000000001,-74.438,s332,4,1,621163.5055304224,556.2292729591836,0
2026,6898,58250,39.106,-74.467,s332,4,1,625533.050393436,3.1680484693880544,0
2026,2909,35281,43.806,-76.37,s336,5,1,544191.8507140706,473.44706632653055,0
2026,2908,35280,43.824,-76.507,s336,5,2,561261.4021674817,368.50800000000004,0
2026,4701,45837,41.055,-71.717,s342,2,1,776925.8281912219,470.6489,0
2026,4881,46792,40.904,-71.915,s342,2,2,795173.4461704267,513.396,0
2026,4967,47270,40.817,-71.949,s342,2,3,839204.7959269942,598.5028698979592,1
2026,5046,47746,40.775,-72.241,s342,3,1,668634.3608896346,543.4869260204081,1
2026,5134,48223,40.71,-72.404,s342,3,1,671652.3083351846,120.01017397959197,1
2026,4431,44405,41.27,-71.354,s345,2,1,832411.6875321292,223.46460000000002,0
2026,4614,45361,41.096,-71.423,s345,2,2,834811.4076179485,417.0966,0
2026,4521,44883,41.183,-71.389,s345,2,3,870464.7858857897,193.8903,0
2026,4345,43929,41.31100000000001,-71.059,s346,2,1,709697.4779657936,573.5778,0
2026,4433,44407,41.224,-71.094,s346,2,2,856963.0461255916,129.97069999999997,0
2026,4098,42503,41.379,-69.911,s349,2,1,633207.4543874928,491.9579081632653,0
2026,4180,42982,41.268,-69.818,s349,2,1,633501.7451264197,599.4068877551018,0
2026,3936,41547,41.552,-69.837,s349,2,1,642601.1317930864,599.4068877551018,0
2026,3552,39155,42.034,-69.914,s349,2,1,647625.0679432558,354.03061224489784,1
2026,3861,41069,41.639,-69.8,s349,2,1,647973.9294976161,548.9540816326529,1
2026,4017,42025,41.466,-69.874,s349,2,1,651625.0517930865,206.24362244898032,1
2026,2626,33412,43.242,-70.39699999999998,s356,13,1,624133.815585074,12.0,0
2027,5219,48634,41.832,-81.28,s234,5,1,533871.0082709747,21.0,0
2027,11000,88823,33.785,-78.438,s292,5,1,577784.77344703,572.9320790816325,0
2027,10923,88350,33.789,-77.824,s292,5,1,606581.4801807533,227.06792091836746,0
2027,9716,80714,34.996,-76.005,s294,4,1,592878.6406189399,395.05580357142856,1
2027,9792,81192,34.907,-76.03,s294,4,1,610844.2759166938,404.94419642857144,1
2027,8469,70675,36.875,-75.574,s307,5,1,809655.8517679423,516.8829719387754,0
2027,8468,70674,36.894,-75.697,s307,5,2,1577500.6002422771,40.03507653061224,0
2027,8014,66377,37.59,-74.831,s314,3,1,944238.1529664024,588.3864795918366,0
2027,8065,66854,37.522,-74.983,s314,3,1,948576.0642339828,337.1986607142857,0
2027,8066,66855,37.502,-74.859,s314,3,2,974065.6553766724,599.4068877551018,0
2027,8119,67333,37.414,-74.887,s314,3,3,992450.7220433392,570.0898,0
2027,7788,64464,37.963,-74.842,s315,3,1,769940.5887100056,599.4068877551018,0
2027,7730,63986,38.051,-74.814,s315,3,1,783555.4585399723,599.4068877551018,0
2027,7786,64462,38.002,-75.092,s315,4,1,659823.0632738428,264.2745535714285,0
2027,7670,63507,38.159,-74.911,s315,4,2,683562.833595172,558.9116,0
2027,6967,58729,38.997,-74.37,s332,3,1,728404.1691377329,594.5854591836734,1
2027,7036,59207,38.91,-74.399,s332,3,1,743592.832505772,459.5997408163265,1
2027,6754,57295,39.261,-74.281,s332,4,1,583034.74581114,540.6026785714283,0
2027,6829,57772,39.19300000000001,-74.438,s332,4,1,621163.5055304224,556.2292729591836,0
2027,6898,58250,39.106,-74.467,s332,4,1,625533.050393436,458.9827806122449,1
2027,2909,35281,43.806,-76.37,s336,5,1,544191.8507140706,473.44706632653055,0
2027,2908,35280,43.824,-76.507,s336,5,2,561261.4021674817,368.50800000000004,0
2027,4701,45837,41.055,-71.717,s342,2,1,776925.8281912219,470.6489,0
2027,4881,46792,40.904,-71.915,s342,2,2,795173.4461704267,513.396,0
2027,4967,47270,40.817,-71.949,s342,2,3,839204.7959269942,598.5028698979592,0
2027,5046,47746,40.775,-72.241,s342,3,1,668634.3608896346,543.4869260204081,0
2027,5134,48223,40.71,-72.404,s342,3,1,671652.3083351846,120.01017397959197,0
2027,4431,44405,41.27,-71.354,s345,2,1,832411.6875321292,223.46460000000002,0
2027,4614,45361,41.096,-71.423,s345,2,2,834811.4076179485,417.0966,0
2027,4521,44883,41.183,-71.389,s345,2,3,870464.7858857897,193.8903,0
2027,4345,43929,41.31100000000001,-71.059,s346,2,1,709697.4779657936,573.5778,0
2027,4433,44407,41.224,-71.094,s346,2,2,856963.0461255916,129.97069999999997,0
2027,4098,42503,41.379,-69.911,s349,2,1,633207.4543874928,491.9579081632653,0
2027,4180,42982,41.268,-69.818,s349,2,1,633501.7451264197,599.4068877551018,0
2027,3936,41547,41.552,-69.837,s349,2,1,642601.1317930864,599.4068877551018,0
2027,3552,39155,42.034,-69.914,s349,2,1,647625.0679432558,354.03061224489784,0
2027,3861,41069,41.639,-69.8,s349,2,1,647973.9294976161,548.9540816326529,0
2027,4017,42025,41.466,-69.874,s349,2,1,651625.0517930865,599.4068877551018,1
2027,3785,40591,41.725,-69.763,s349,2,1,681501.9100639829,52.8367346938785,1
2027,2626,33412,43.242,-70.39699999999998,s356,13,1,624133.815585074,12.0,0
2028,3202,36848,41.935,-124.512,s20,8,1,799940.266043577,599.4068877551018,1
2028,4597,44969,40.342,-124.477,s20,8,1,870807.1223504824,0.5931122448981796,1
2028,5219,48634,41.832,-81.28,s234,5,1,533871.0082709747,21.0,0
2028,11000,88823,33.785,-78.438,s292,5,1,577784.77344703,572.9320790816325,0
2028,10923,88350,33.789,-77.824,s292,5,1,606581.4801807533,227.06792091836746,0
2028,9716,80714,34.996,-76.005,s294,4,1,592878.6406189399,395.05580357142856,0
2028,9792,81192,34.907,-76.03,s294,4,1,610844.2759166938,404.94419642857144,0
2028,11080,89299,33.729,-78.697,s298,5,1,518572.528294125,434.7034438775509,1
2028,11159,89776,33.656,-78.83800000000002,s298,5,1,523704.23866787506,254.33035714285708,1
2028,11242,90254,33.566,-78.859,s298,5,1,529824.9842167947,110.96619897959204,1
2028,8469,70675,36.875,-75.574,s307,5,1,809655.8517679423,516.8829719387754,0
2028,8468,70674,36.894,-75.697,s307,5,2,1577500.6002422771,40.03507653061224,0
2028,8014,66377,37.59,-74.831,s314,3,1,944238.1529664024,588.3864795918366,0
2028,8065,66854,37.522,-74.983,s314,3,1,948576.0642339828,337.1986607142857,0
2028,8066,66855,37.502,-74.859,s314,3,2,974065.6553766724,599.4068877551018,0
2028,8119,67333,37.414,-74.887,s314,3,3,992450.7220433392,599.4068877551018,1
2028,7908,65420,37.786,-74.899,s314,3,3,1118999.7631300152,85.7955994897959,1
2028,8013,66376,37.61,-74.955,s314,3,3,1239318.6658120696,71.28826530612244,1
2028,7849,64940,37.914,-75.12,s314,4,1,725151.9299502721,203.6192602040816,1
2028,7850,64941,37.894,-74.995,s314,4,1,729500.596135432,363.4582270408163,1
2028,8118,67332,37.434,-75.01100000000002,s314,4,1,911747.0910587764,126.52151275510204,1
2028,7788,64464,37.963,-74.842,s315,3,1,769940.5887100056,599.4068877551018,0
2028,7730,63986,38.051,-74.814,s315,3,1,783555.4585399723,599.4068877551018,0
2028,7786,64462,38.002,-75.092,s315,4,1,659823.0632738428,264.2745535714285,0
2028,7670,63507,38.159,-74.911,s315,4,2,683562.833595172,558.9116,0
2028,7479,62075,38.382,-74.574,s318,3,1,808424.0635755281,500.0,1
2028,6967,58729,38.997,-74.37,s332,3,1,728404.1691377329,594.5854591836734,0
2028,7036,59207,38.91,-74.399,s332,3,1,743592.832505772,599.4068877551018,1
2028,6900,58252,39.065,-74.21300000000002,s332,3,1,799902.605948445,373.8329081632653,1
2028,7106,59685,38.822,-74.428,s332,3,1,802189.0096452227,599.4068877551018,1
2028,7185,60163,38.734,-74.458,s332,3,1,837828.102978556,34.953057142857574,1
2028,6754,57295,39.261,-74.281,s332,4,1,583034.74581114,540.6026785714283,0
2028,6829,57772,39.19300000000001,-74.438,s332,4,1,621163.5055304224,556.2292729591836,0
2028,6898,58250,39.106,-74.467,s332,4,1,625533.050393436,458.9827806122449,0
2028,2909,35281,43.806,-76.37,s336,5,1,544191.8507140706,473.44706632653055,0
2028,2908,35280,43.824,-76.507,s336,5,2,561261.4021674817,368.50800000000004,0
2028,4701,45837,41.055,-71.717,s342,2,1,776925.8281912219,470.6489,0
2028,4881,46792,40.904,-71.915,s342,2,2,795173.4461704267,513.396,0
2028,4967,47270,40.817,-71.949,s342,2,3,839204.7959269942,598.5028698979592,0
2028,5046,47746,40.775,-72.241,s342,3,1,668634.3608896346,543.4869260204081,0
2028,5134,48223,40.71,-72.404,s342,3,1,671652.3083351846,568.7994260204081,1
2028,5506,50132,40.426,-72.921,s342,3,1,707408.6627241998,446.6278479591839,1
2028,4966,47269,40.839,-72.078,s342,3,2,732487.8842415748,334.5829,1
2028,4431,44405,41.27,-71.354,s345,2,1,832411.6875321292,223.46460000000002,0
2028,4614,45361,41.096,-71.423,s345,2,2,834811.4076179485,417.0966,0
2028,4521,44883,41.183,-71.389,s345,2,3,870464.7858857897,193.8903,0
2028,4345,43929,41.31100000000001,-71.059,s346,2,1,709697.4779657936,573.5778,0
2028,4433,44407,41.224,-71.094,s346,2,2,856963.0461255916,129.97069999999997,0
2028,4098,42503,41.379,-69.911,s349,2,1,633207.4543874928,491.9579081632653,0
2028,4180,42982,41.268,-69.818,s349,2,1,633501.7451264197,599.4068877551018,0
2028,3936,41547,41.552,-69.837,s349,2,1,642601.1317930864,599.4068877551018,0
2028,3552,39155,42.034,-69.914,s349,2,1,647625.0679432558,354.03061224489784,0
2028,3861,41069,41.639,-69.8,s349,2,1,647973.9294976161,548.9540816326529,0
2028,4017,42025,41.466,-69.874,s349,2,1,651625.0517930865,599.4068877551018,0
2028,3785,40591,41.725,-69.763,s349,2,1,681501.9100639829,52.8367346938785,0
2028,2626,33412,43.242,-70.39699999999998,s356,13,1,624133.815585074,12.0,0
2029,3202,36848,41.935,-124.512,s20,8,1,799940.266043577,599.4068877551018,0
2029,4597,44969,40.342,-124.477,s20,8,1,870807.1223504824,471.6390306122449,1
2029,4686,45446,40.229,-124.565,s20,8,1,948260.3946259356,128.9540816326533,1
2029,5219,48634,41.832,-81.28,s234,5,1,533871.0082709747,21.0,0
2029,11000,88823,33.785,-78.438,s292,5,1,577784.77344703,572.9320790816325,0
2029,10923,88350,33.789,-77.824,s292,5,1,606581.4801807533,227.06792091836746,0
2029,9716,80714,34.996,-76.005,s294,4,1,592878.6406189399,395.05580357142856,0
2029,9792,81192,34.907,-76.03,s294,4,1,610844.2759166938,599.4068877551018,1
2029,10170,83580,34.501,-76.396,s294,4,1,615760.1086231021,599.4068877551018,1
2029,9717,80715,34.977,-75.885,s294,4,1,663046.6981332789,106.1304209183678,1
2029,11080,89299,33.729,-78.697,s298,5,1,518572.528294125,434.7034438775509,0
2029,11159,89776,33.656,-78.83800000000002,s298,5,1,523704.23866787506,254.33035714285708,0
2029,11242,90254,33.566,-78.859,s298,5,1,529824.9842167947,110.96619897959204,0
2029,8469,70675,36.875,-75.574,s307,5,1,809655.8517679423,516.8829719387754,0
2029,8468,70674,36.894,-75.697,s307,5,2,1577500.6002422771,40.03507653061224,0
2029,8014,66377,37.59,-74.831,s314,3,1,944238.1529664024,588.3864795918366,0
2029,8065,66854,37.522,-74.983,s314,3,1,948576.0642339828,337.1986607142857,0
2029,8066,66855,37.502,-74.859,s314,3,2,974065.6553766724,599.4068877551018,0
2029,8119,67333,37.414,-74.887,s314,3,3,992450.7220433392,599.4068877551018,0
2029,7908,65420,37.786,-74.899,s314,3,3,1118999.7631300152,85.7955994897959,0
2029,8013,66376,37.61,-74.955,s314,3,3,1239318.6658120696,71.28826530612244,0
2029,7849,64940,37.914,-75.12,s314,4,1,725151.9299502721,203.6192602040816,0
2029,7850,64941,37.894,-74.995,s314,4,1,729500.596135432,363.4582270408163,0
2029,8118,67332,37.434,-75.01100000000002,s314,4,1,911747.0910587764,126.52151275510204,0
2029,7788,64464,37.963,-74.842,s315,3,1,769940.5887100056,599.4068877551018,0
2029,7730,63986,38.051,-74.814,s315,3,1,783555.4585399723,599.4068877551018,0
2029,7786,64462,38.002,-75.092,s315,4,1,659823.0632738428,264.2745535714285,0
2029,7670,63507,38.159,-74.911,s315,4,2,683562.833595172,558.9116,0
2029,7479,62075,38.382,-74.574,s318,3,1,808424.0635755281,500.0,0
2029,6967,58729,38.997,-74.37,s332,3,1,728404.1691377329,594.5854591836734,0
2029,7036,59207,38.91,-74.399,s332,3,1,743592.832505772,599.4068877551018,0
2029,6900,58252,39.065,-74.21300000000002,s332,3,1,799902.605948445,373.8329081632653,0
2029,7106,59685,38.822,-74.428,s332,3,1,802189.0096452227,599.4068877551018,0
2029,7185,60163,38.734,-74.458,s332,3,1,837828.102978556,34.953057142857574,0
2029,6754,57295,39.261,-74.281,s332,4,1,583034.74581114,540.6026785714283,0
2029,6829,57772,39.19300000000001,-74.438,s332,4,1,621163.5055304224,556.2292729591836,0
2029,6898,58250,39.106,-74.467,s332,4,1,625533.050393436,458.9827806122449,0
2029,2909,35281,43.806,-76.37,s336,5,1,544191.8507140706,473.44706632653055,0
2029,2908,35280,43.824,-76.507,s336,5,2,561261.4021674817,368.50800000000004,0
2029,4701,45837,41.055,-71.717,s342,2,1,776925.8281912219,470.6489,0
2029,4881,46792,40.904,-71.915,s342,2,2,795173.4461704267,513.396,0
2029,4967,47270,40.817,-71.949,s342,2,3,839204.7959269942,598.5028698979592,0
2029,5046,47746,40.775,-72.241,s342,3,1,668634.3608896346,543.4869260204081,0
2029,5134,48223,40.71,-72.404,s342,3,1,671652.3083351846,568.7994260204081,0
2029,5506,50132,40.426,-72.921,s342,3,1,707408.6627241998,446.6278479591839,0
2029,4966,47269,40.839,-72.078,s342,3,2,732487.8842415748,334.5829,0
2029,4431,44405,41.27,-71.354,s345,2,1,832411.6875321292,223.46460000000002,0
2029,4614,45361,41.096,-71.423,s345,2,2,834811.4076179485,417.0966,0
2029,4521,44883,41.183,-71.389,s345,2,3,870464.7858857897,193.8903,0
2029,4345,43929,41.31100000000001,-71.059,s346,2,1,709697.4779657936,573.5778,0
2029,4433,44407,41.224,-71.094,s346,2,2,856963.0461255916,129.97069999999997,0
2029,4098,42503,41.379,-69.911,s349,2,1,633207.4543874928,491.9579081632653,0
2029,4180,42982,41.268,-69.818,s349,2,1,633501.7451264197,599.4068877551018,0
2029,3936,41547,41.552,-69.837,s349,2,1,642601.1317930864,599.4068877551018,0
2029,3552,39155,42.034,-69.914,s349,2,1,647625.0679432558,354.03061224489784,0
2029,3861,41069,41.639,-69.8,s349,2,1,647973.9294976161,548.9540816326529,0
2029,4017,42025,41.466,-69.874,s349,2,1,651625.0517930865,599.4068877551018,0
2029,3785,40591,41.725,-69.763,s349,2,1,681501.9100639829,561.6533801020407,1
2029,4099,42504,41.355,-69.781,s349,2,1,683066.4117930864,599.4068877551018,1
2029,4015,42023,41.515,-70.134,s349,2,1,683083.3101398365,203.4470663265306,1
2029,3632,39634,41.923,-69.82,s349,2,1,719614.0211377257,336.5098852040816,1
2029,4016,42024,41.49,-70.00399999999999,s349,2,1,727907.7447029762,269.05293367346934,1
2029,4181,42983,41.244,-69.688,s349,2,1,733579.2651264198,228.76658163265427,1
2029,3242,37261,41.918,-67.407,s356,8,1,1541119.1317930862,400.0,1
2029,2626,33412,43.242,-70.39699999999998,s356,13,1,624133.815585074,12.0,0
2030,3202,36848,41.935,-124.512,s20,8,1,799940.266043577,599.4068877551018,0
2030,4597,44969,40.342,-124.477,s20,8,1,870807.1223504824,471.6390306122449,0
2030,4686,45446,40.229,-124.565,s20,8,1,948260.3946259356,599.4068877551018,1
2030,3445,38281,41.651,-124.521,s20,8,1,973044.0620781658,129.54719387755148,1
2030,5219,48634,41.832,-81.28,s234,5,1,533871.0082709747,21.0,0
2030,11000,88823,33.785,-78.438,s292,5,1,577784.77344703,572.9320790816325,0
2030,10923,88350,33.789,-77.824,s292,5,1,606581.4801807533,227.06792091836746,0
2030,9716,80714,34.996,-76.005,s294,4,1,592878.6406189399,395.05580357142856,0
2030,9792,81192,34.907,-76.03,s294,4,1,610844.2759166938,599.4068877551018,0
2030,10170,83580,34.501,-76.396,s294,4,1,615760.1086231021,599.4068877551018,0
2030,9717,80715,34.977,-75.885,s294,4,1,663046.6981332789,106.1304209183678,0
2030,11080,89299,33.729,-78.697,s298,5,1,518572.528294125,434.7034438775509,0
2030,11159,89776,33.656,-78.83800000000002,s298,5,1,523704.23866787506,254.33035714285708,0
2030,11242,90254,33.566,-78.859,s298,5,1,529824.9842167947,110.96619897959204,0
2030,8469,70675,36.875,-75.574,s307,5,1,809655.8517679423,516.8829719387754,0
2030,8468,70674,36.894,-75.697,s307,5,2,1577500.6002422771,40.03507653061224,0
2030,8014,66377,37.59,-74.831,s314,3,1,944238.1529664024,588.3864795918366,0
2030,8065,66854,37.522,-74.983,s314,3,1,948576.0642339828,337.1986607142857,0
2030,8066,66855,37.502,-74.859,s314,3,2,974065.6553766724,599.4068877551018,0
2030,8119,67333,37.414,-74.887,s314,3,3,992450.7220433392,599.4068877551018,0
2030,7908,65420,37.786,-74.899,s314,3,3,1118999.7631300152,85.7955994897959,0
2030,8013,66376,37.61,-74.955,s314,3,3,1239318.6658120696,71.28826530612244,0
2030,7849,64940,37.914,-75.12,s314,4,1,725151.9299502721,203.6192602040816,0
2030,7850,64941,37.894,-74.995,s314,4,1,729500.596135432,363.4582270408163,0
2030,8118,67332,37.434,-75.01100000000002,s314,4,1,911747.0910587764,571.8558673469388,1
2030,8470,70676,36.856,-75.45100000000002,s314,4,1,974723.5449559807,267.66564540816324,1
2030,7788,64464,37.963,-74.842,s315,3,1,769940.5887100056,599.4068877551018,0
2030,7730,63986,38.051,-74.814,s315,3,1,783555.4585399723,599.4068877551018,0
2030,7786,64462,38.002,-75.092,s315,4,1,659823.0632738428,264.2745535714285,0
2030,7670,63507,38.159,-74.911,s315,4,2,683562.833595172,558.9116,0
2030,7479,62075,38.382,-74.574,s318,3,1,808424.0635755281,500.0,0
2030,6967,58729,38.997,-74.37,s332,3,1,728404.1691377329,594.5854591836734,0
2030,7036,59207,38.91,-74.399,s332,3,1,743592.832505772,599.4068877551018,0
2030,6900,58252,39.065,-74.21300000000002,s332,3,1,799902.605948445,373.8329081632653,0
2030,7106,59685,38.822,-74.428,s332,3,1,802189.0096452227,599.4068877551018,0
2030,7185,60163,38.734,-74.458,s332,3,1,837828.102978556,34.953057142857574,0
2030,6754,57295,39.261,-74.281,s332,4,1,583034.74581114,540.6026785714283,0
2030,6829,57772,39.19300000000001,-74.438,s332,4,1,621163.5055304224,556.2292729591836,0
2030,6898,58250,39.106,-74.467,s332,4,1,625533.050393436,458.9827806122449,0
2030,2909,35281,43.806,-76.37,s336,5,1,544191.8507140706,473.44706632653055,0
2030,2908,35280,43.824,-76.507,s336,5,2,561261.4021674817,368.50800000000004,0
2030,4701,45837,41.055,-71.717,s342,2,1,776925.8281912219,470.6489,0
2030,4881,46792,40.904,-71.915,s342,2,2,795173.4461704267,513.396,0
2030,4967,47270,40.817,-71.949,s342,2,3,839204.7959269942,598.5028698979592,0
2030,6202,53956,39.727,-73.175,s342,2,4,1018769.2350257807,459.6891,1
2030,5046,47746,40.775,-72.241,s342,3,1,668634.3608896346,543.4869260204081,0
2030,5134,48223,40.71,-72.404,s342,3,1,671652.3083351846,568.7994260204081,0
2030,5506,50132,40.426,-72.921,s342,3,1,707408.6627241998,446.6278479591839,0
2030,4966,47269,40.839,-72.078,s342,3,2,732487.8842415748,520.8864795918366,1
2030,5314,49178,40.557,-72.598,s342,3,2,751192.6388623934,352.0073204081633,1
2030,4431,44405,41.27,-71.354,s345,2,1,832411.6875321292,223.46460000000002,0
2030,4614,45361,41.096,-71.423,s345,2,2,834811.4076179485,417.0966,0
2030,4521,44883,41.183,-71.389,s345,2,3,870464.7858857897,193.8903,0
2030,4345,43929,41.31100000000001,-71.059,s346,2,1,709697.4779657936,573.5778,0
2030,4433,44407,41.224,-71.094,s346,2,2,856963.0461255916,129.97069999999997,0
2030,4098,42503,41.379,-69.911,s349,2,1,633207.4543874928,491.9579081632653,0
2030,4180,42982,41.268,-69.818,s349,2,1,633501.7451264197,599.4068877551018,0
2030,3936,41547,41.552,-69.837,s349,2,1,642601.1317930864,599.4068877551018,0
2030,3552,39155,42.034,-69.914,s349,2,1,647625.0679432558,354.03061224489784,0
2030,3861,41069,41.639,-69.8,s349,2,1,647973.9294976161,548.9540816326529,0
2030,4017,42025,41.466,-69.874,s349,2,1,651625.0517930865,599.4068877551018,0
2030,3785,40591,41.725,-69.763,s349,2,1,681501.9100639829,561.6533801020407,0
2030,4099,42504,41.355,-69.781,s349,2,1,683066.4117930864,599.4068877551018,0
2030,4015,42023,41.515,-70.134,s349,2,1,683083.3101398365,203.4470663265306,0
2030,3632,39634,41.923,-69.82,s349,2,1,719614.0211377257,336.5098852040816,0
2030,4016,42024,41.49,-70.00399999999999,s349,2,1,727907.7447029762,269.05293367346934,0
2030,4181,42983,41.244,-69.688,s349,2,1,733579.2651264198,599.4068877551018,1
2030,4267,43461,41.157,-69.725,s349,2,1,737646.1451264197,599.4068877551018,1
2030,4018,42026,41.441,-69.744,s349,2,1,740085.638459753,129.95280612245062,1
