p_name,year,latitude,longitude,built_capacity
"Shafter Solar, LLC",2015,35.4507,-119.12703,20.0
"Albertson Solar, LLC",2015,35.09587,-77.81166,5.0
Chicopee Granby Road Solar,2015,42.15815,-72.59591,1.6
Chicopee River Solar,2015,42.15009,-72.55248,2.0
Seville 2,2015,33.10917,-116.00299,30.0
Sugar Run Solar,2015,36.43798,-76.59516,5.0
Seville 1,2015,33.11648,-116.00161,20.0
Alamo Solar,2015,34.685810000000004,-117.34526,18.7
Cibola,2015,35.2558,-107.24862,7.6
"Adelanto Solar II, LLC",2015,34.55384,-117.36966,7.0
Corcoran Solar 2,2015,36.14149,-119.58239,19.75
"Catalina Solar 2, LLC",2015,34.92699,-118.35702,18.4
"Colton Solar One, LLC",2015,34.09405,-117.31901,2.5
Yadkinville Solar,2015,36.14082,-80.61045,3.5
"AP North Lake I, LP",2015,33.74168,-117.01147,20.0
Skylark,2015,40.5776,-104.89585,4.0
Yadkin 601 Farm,2015,36.19838,-80.69655,3.0
CNE at Cambridge MD,2015,38.51718,-76.0206,3.2
Copper Mountain Solar 3,2015,35.88183,-114.96549,255.0
Copper Mountain Solar 2,2015,35.78577,-114.96163,154.0
Calverton,2015,40.92081,-72.74307,3.9
Scotland Solar RES,2015,38.90972,-86.94759,1.1
Woodmere Solar Farm,2015,35.32355,-118.82082,14.99
Camp Lejeune Solar,2015,34.72393,-77.35124,12.8
Conetoe Solar,2015,35.8277,-77.45773,5.0
"Conetoe II Solar, LLC",2015,35.81454,-77.49409,81.0
Sierra Solar Greenworks,2015,34.69824,-118.33764,20.0
Shorthorn Holdings,2015,34.68669,-79.53998,8.9
Angel Solar,2015,35.65028,-81.20805,5.0
"Columbia Solar Energy, LLC",2015,38.01946,-121.86437,19.2
Andrew Solar,2015,35.16039,-77.10968,5.0
"Adams Community Solar Garden III, LLC",2015,39.78629,-104.58679,1.2
"Adams Community Solar Garden, LLC",2015,39.78741,-104.58607,1.2
"Colton Solar Two, LLC",2015,34.04226,-117.36181,1.0
CoServ Community Solar Station,2015,33.2706,-96.97918,2.0
"Bizzell Church Solar 1, LLC",2015,35.54933,-78.17816,5.2
Citizen B,2015,36.72185,-120.4301,5.0
Atkinson Farm Solar,2015,34.89749,-77.7951,5.0
"York Road Solar I, LLC",2015,35.21968,-81.33137,1.9
Beryl Solar Plant,2015,37.63913,-113.6453,3.0
Wellons Farm,2015,35.51139,-78.2891,5.0
Spruce-WCMD-Creek,2015,39.67167,-77.82329,2.0
Spruce-WCMD-Rubble I,2015,39.61865,-77.82341,2.0
Sun Devil Solar,2015,36.43447,-77.9705,5.0
Belmont,2015,39.72044,-86.19205,3.8
Sun Harvest Solar NDP1,2015,37.05779,-120.64901,1.5
Spruce-WCMD-Rubble II,2015,39.62069,-77.82493,2.0
Belchertown,2015,42.25952,-72.40031,1.0
Sampson Solar,2015,34.96164,-78.47084,2.0
Sunfish Farm,2015,35.55777,-78.73549,5.0
BRE,2015,36.36808,-78.62473,4.9
Beaver Run,2015,41.15292,-74.63972,7.85
"Beaufort Solar, LLC",2015,35.45587,-77.13576,15.0
Stafford Hill Solar Hybrid,2015,43.61942,-72.94926,2.0
"Windsor Cooper HIill Solar, LLC",2015,35.96651,-76.91256,5.0
Decatur County Solar Project,2015,30.96692,-84.62528,18.97
"Decatur Parkway Solar Project, LLC",2015,30.99248,-84.63634,81.06
BWC Swan Pond River (CSG),2015,41.79647,-71.22056,1.6
Sweetgum Solar,2015,35.45936,-79.18057,4.9
Barilla Solar,2015,30.95785,-103.35315,29.76
Bakersfield 111,2015,35.31479,-118.98898,1.4
Balsam,2015,35.45857,-79.17548,5.0
Stagecoach Solar,2015,36.41298,-78.46236,5.0
Bethel Solar,2015,35.79713,-77.37887,5.0
"Augustus Farm, LLC",2015,35.60137,-77.63719,4.9
"BG Stewart Solar Farm, LLC",2015,34.97018,-80.38891,4.9
Atwell Island West Solar,2015,35.81509,-119.45968,20.02
Springer Solar 1,2015,36.3987,-104.59385,0.9
Sunray 3,2016,34.86285,-116.83118,13.8
Prescott Airport,2016,34.67779,-112.40593,3.0
Chuckawalla Valley State Prison,2016,33.56527,-114.90385,0.9
SunE Alamosa,2016,37.68908,-105.87625,6.9
Carson Solar I,2016,38.72326,-104.78253,1.5
Western 102 Power Plant,2016,39.56039,-119.50909,1.0
Nellis Air Force Base Solar Array,2016,36.25649,-115.05441,12.0
Vacaville,2016,38.40003,-121.96291,1.0
"MF Mesa Lane, LLC",2016,40.14871,-74.77716,3.0
Bolthouse S&P and Rowen Farms Solar,2016,34.56443,-117.69447,1.2
"Sacramento Soleil, LLC",2016,38.45012,-121.16426,1.0
Mariani Packing Vacaville Solar,2016,38.40002,-121.96436,0.9
CSU Pueblo,2016,38.31489,-104.57297,1.0
CM10,2016,35.78647,-114.99798,10.0
Lanai Solar-Electric Plant,2016,20.7658,-156.92278,1.2
Denver Int Airport,2016,39.83819,-104.67282,1.9
SunEdison Anheuser Busch Fairfield,2016,38.23194,-122.0927,0.9
Gap Pacific Distribution Center,2016,36.78374,-119.71401,1.2
SunEdison Ironwood State Prison,2016,33.56691,-114.91805,0.9
SunEdison LV Sutton Plant Site,2016,34.2871,-77.98056,1.2
SunEdison Walmart Apple Valley DC,2016,34.5943,-117.19488,0.9
Livingston Solar Farm,2016,40.52319,-74.42979,1.2
Carrier Clinic,2016,40.47046,-74.68531,1.5
Aqua Ingrams Mill,2016,39.96481,-75.6577,0.9
Robert O Schulz Solar Farm,2016,37.85842,-120.89542,1.3
PSEG Hackettstown,2016,40.86116,-74.82189,2.2
"RE-VFO, LLC",2016,36.35362,-119.40073,1.0
City of Madera WWTP,2016,36.94274,-120.15889,1.0
WWRF Solar Plant,2016,39.52289,-107.81338,1.3
"RV CSU Power, LLC",2016,40.5912,-105.14634,1.9
Aerojet I,2016,38.61369,-121.16228,3.0
Exelon Solar Chicago,2016,41.67504,-87.64863,8.25
DeSoto Next Generation Solar Energy,2016,27.32313,-81.80221,25.0
Airport 1 Solar (DIA),2016,39.90209,-104.67342,1.5
"Calpine Vineland Solar, LLC",2016,39.46485,-75.06755,4.1
Improvement Dst No. 4,2016,35.40276,-119.03805,1.1
Vaca Dixon Solar Station,2016,38.41086,-121.92643,2.0
"Solar Blythe, LLC",2016,33.59197,-114.74225,21.0
Palo Verde College,2016,33.66608,-114.65691,1.2
Wyandot Solar Farm,2016,40.88008,-83.31753,10.08
CASD Solar,2016,40.21509,-77.20538,1.3
Titusville Solar,2016,40.29246,-74.85575,4.1
Shelby Solar Energy Generation Facility,2016,35.25425,-81.59608,1.0
Jacksonville Solar,2016,30.32132,-81.95572,12.6
Sunset Reservoir North Basin,2016,37.75083,-122.48352,4.5
Castle Rock Vineyards,2016,35.80118,-119.11089,1.0
CalRenew-1,2016,36.75963,-120.36593,5.0
Aerojet II,2016,38.61122,-121.16824,2.7
Victor Valley CC CPV Solar,2016,34.48011,-117.25782,1.0
Monterey Regional Water Pollution Control Agency,2016,36.70822,-121.76899,1.0
SAS Solar Farm,2016,35.81367,-78.74991,2.0
CM48,2016,35.78102,-114.99262,48.0
Intel Folsom,2016,38.64409,-121.17245,1.0
Greater Sandhill I,2016,37.68796,-105.88481,19.0
Silver Lake Solar Farm,2016,40.49505,-74.39689,1.7
Silver Lake Solar Photovoltaic Facility,2016,42.45257,-73.24101,1.8
UASTP I,2016,32.09952,-110.81128,1.2
Trenton Solar Farm,2016,40.23152,-74.75351,1.0
"Taylorsville Solar, LLC",2016,35.90901,-81.15245,1.0
Roger Road WWTP,2016,32.28989,-111.03298,0.9
Yardville Solar Farm,2016,40.1688,-74.65784,3.6
Yankee Street,2016,39.60104,-84.20575,1.1
City of Boulder WWTP,2016,40.04804,-105.1808,0.9
Blue Wing Solar Energy Generation,2016,29.30707,-98.40534,13.9
Yolo County Solar Project,2016,38.65747,-121.7337,1.0
City of Hayward WWTP,2016,37.63349,-122.13985,1.6
Pocono Solar Project,2016,41.06092,-75.51544,3.0
Space Coast Next Gen Solar Energy,2016,28.48494,-80.68064,10.0
Benjamin Moore & Co. Solar,2016,40.82672,-74.71589,1.4
Depot Park Solar System,2016,38.51535,-121.40101,3.0
"RV CSU Power II, LLC",2016,40.59279,-105.14751,3.0
Haverhill Solar Power Project,2016,42.78092,-71.09272,0.8
Knouse Solar Project 1,2016,40.02629,-77.23536,2.8
Cimarron Solar Facility,2016,36.46845,-104.63507,30.64
Linden Solar Farm,2016,40.61927,-74.21596,2.7
Kapaa Photovoltaic Project,2016,22.08025,-159.33243,1.0
Longwood Gardens,2016,39.86645,-75.66843,1.3
SPS2 Jal,2016,32.1866,-103.18417,9.9
SPS1 Dollarhide,2016,32.12987,-103.13837,9.9
Paloma Solar Hybrid,2016,33.02096,-112.6618,17.6
Mill Creek Solar,2016,40.03054,-74.82634,3.5
Lancaster Baptist Church,2016,34.69633,-118.06252,1.0
SMUD at Van Conett,2016,38.25309,-121.27902,2.9
Frenchtown II Solar,2016,40.51465,-74.97679,3.0
UMES (MD)-Princess Anne,2016,38.20585,-75.67645,2.1
SMUD at Lawrence,2016,38.33875,-121.43126,1.0
Temple Solar Arrays,2016,40.42511,-75.92405,2.2
SDCWA-Twin Oaks,2016,33.21065,-117.17826,1.1
"Poseidon Solar, LLC",2016,33.15899,-111.48162,20.0
"Sand Drag, LLC",2016,35.98069,-120.10235,19.0
Morgantown Solar Park,2016,40.15194,-75.86601,1.6
SMUD at Fleshman,2016,38.23791,-121.33806,2.9
Butte College Main Campus Solar,2016,39.65156,-121.65001,3.6
Lakeland Electric Co. (FL)-Airport 1,2016,27.98668,-82.04517,2.7
GSE NM1,2016,33.16271,-104.38536,1.7
The City of Vineland at West Vineland,2016,39.46237,-75.07011,3.7
Kent County Wastewater Treatment Solar,2016,38.99188,-75.4399,1.2
Epic Verona,2016,43.00356,-89.57642,1.8
The City of Vineland at North Vineland,2016,39.50486,-74.9976,2.3
La Senita,2016,35.24159,-114.00459,1.0
PCSP3 Airport,2016,36.28819,-78.98902,2.5
Roadrunner Solar,2016,31.80311,-106.67038,20.16
Walmart Casa Grande,2016,32.86885,-111.77185,2.0
PCIP Solar,2016,36.31402,-78.9704,1.0
Crown Cooling Facility,2016,32.96711,-115.5327,1.0
SMUD at Grundman,2016,38.36581,-121.41435,18.0
"RE Bagdad Solar I, LLC",2016,34.58784,-113.17572,15.0
"Gilbert Solar Facility I, LLC",2016,33.35634,-111.80366,2.5
Avenal Park,2016,35.99085,-120.10666,6.0
Bellevue Solar Project,2016,45.1123,-123.23429,1.6
Manalapan Village Solar,2016,40.25664,-74.34966,3.5
"RC Energy AA, LLC Solar Facility",2016,35.15262,-106.54712,1.0
SPS3 Lea,2016,32.68166,-103.30141,10.08
Madera Community Hospital,2016,36.94105,-120.04644,1.0
South Campus Solar,2016,39.7809,-75.54748,1.3
Perdue Bridgeville Photovoltaic,2016,38.75744,-75.60207,1.3
Maple Solar,2016,39.48927,-74.98023,2.4
Perdue Salisbury Photovoltaic,2016,38.37216,-75.5324,1.0
"Long Island Solar Farm, LLC",2016,40.86606,-72.85061,31.5
Flemington Solar,2016,40.48657,-74.8524,8.0
Questa Solar Facility,2016,36.71671,-105.6069,1.0
Constellation New Energy Inc,2016,39.92853,-74.81852,3.9
Pilesgrove,2016,39.6136,-75.30914,18.0
Chittenden County Solar Partners,2016,44.43596,-73.14544,2.2
"Johnson Matthey, Inc. Solar",2016,39.82516,-75.21995,4.0
Five Points Solar Station,2016,36.39542,-120.10778,15.0
Buckeye Union HS District 201,2016,33.41786,-112.57454,3.3
City & County of Denver at Denver Int'l,2016,39.90294,-104.65938,3.4
Marlboro Mushrooms Solar Field,2016,39.88284,-75.83037,1.0
Berkshire 1,2016,42.11465,-73.40509,1.8
Indian Orchard PV Facility,2016,42.15188,-72.49904,2.3
Las Vegas Solar Energy Center,2016,35.64472,-105.20729,5.0
FRB Solar Farm,2016,32.10706,-110.82423,1.9
Cotton Center Solar Hybrid,2016,33.03461,-112.66163,17.0
McKee City Solar Phase 2,2016,39.42112,-74.64011,2.4
McGraw Hill Solar,2016,40.27736,-74.55668,12.0
Lebanon Solar,2016,40.67603,-74.91223,2.0
"Solar Park Gainesville, LLC",2016,29.70153,-82.3366,1.6
Masser Farms Realty Solar,2016,40.64055,-76.60522,1.0
Vineland Mays Landing Solar,2016,39.42088,-74.97356,3.7
"Martins Creek Solar NC, LLC",2016,35.02038,-84.01572,0.9
"Solar Star North Carolina II, LLC",2016,36.42453,-77.06259,5.0
Prescott Solar Plant,2016,34.68932,-112.40261,10.4
"RE Ajo 1, LLC",2016,32.36502,-112.8313,4.5
Bridgeport Disposal Solar Farm,2016,39.78745,-75.34888,1.2
"Mayberry Solar, LLC",2016,36.47525,-80.60186,1.2
Paradise Solar Energy Center,2016,39.83616,-75.22221,5.1
City of Tulare Water Facility,2016,36.18638,-119.37777,1.1
Neuse River Solar Farm,2016,35.71427,-78.4998,1.1
Trexlertown Solar Array North and South,2016,40.55638,-75.59308,1.9
Dover Sun Park,2016,39.18598,-75.50751,10.0
Skipjack Solar Center,2016,37.38061,-77.18757,175.0
Dixon Dairy Road Solar,2016,35.19987,-81.41105,4.0
AFA Solar Farm,2016,38.95697,-104.80653,5.2
158th Fighter Wing Solar Farm,2016,44.4803,-73.17256,1.3
Alamogordo Solar Energy Center,2016,32.86611,-106.00016,4.9
"RP-Orlando, LLC",2016,28.48897,-81.18225,5.5
Edwards Air Force Base,2016,34.90764,-117.92059,3.0
Holyoke Solar Cooperative at Mueller,2016,42.18985,-72.68428,2.7
Stroud Solar Station,2016,36.52382,-120.12331,20.0
Albuquerque Solar Energy Center,2016,35.16893,-106.60007,2.0
Napoleon Solar I,2016,41.38743,-84.09289,8.08
San Luis Valley Solar Ranch,2016,37.69418,-105.91981,30.4
Dartmouth Solar,2016,41.71597,-70.97449,1.6
Alethea I,2016,40.00043,-74.735,2.8
"Hatch Solar Energy Center I, LLC",2016,32.62862,-107.25986,5.04
"Yamhill Solar, LLC",2016,45.10838,-123.27818,1.0
"Sun City Project, LLC",2016,35.98518,-120.10141,20.0
Westside Solar Station,2016,36.37817,-120.12396,15.0
"CS Murphy Point, LLC",2016,34.98951,-84.16625,0.9
Hamilton Solar-Crosswicks,2016,40.1689,-74.63113,7.5
SPS5 Hopi,2016,32.34404,-104.23537,9.9
Hickory Ridge Landfill Solar Project,2016,33.66345,-84.33559,1.0
NJMC Landfill,2016,40.75077,-74.1099,2.5
NJ Oak Solar Plant,2016,39.38052,-75.18946,10.0
Webberville Solar Project,2016,30.2385,-97.50856,30.0
Murray Hill Solar,2016,40.68414,-74.4044,1.0
"Murphy Farm Power, LLC",2016,34.99901,-84.15742,0.9
Dinuba Wastewater Treatment Plant,2016,36.53818,-119.42616,1.0
Solar Photovoltaic Project #42,2016,36.02867,-119.07392,5.0
Kent County-Kennedyville,2016,39.29728,-75.98224,1.0
Oberlin Spear Point Solar One,2016,41.30292,-82.22866,2.0
Chino Solar Valley,2016,34.72412,-112.43226,19.0
Nickel 1 Solar Facility,2016,35.64764,-119.71632,1.5
Acushnet AD Makepeace,2016,41.79976,-70.74286,4.7
Grand Ridge Solar Farm,2016,41.14628,-88.754,20.0
"Cornerstone Power Vineland I, LLC",2016,39.43989,-75.04491,3.1
The Lawrenceville School Solar Facility,2016,40.2997,-74.71975,5.5
Acushnet Hawes Reed Road,2016,41.66213,-71.04243,1.0
Silver State Solar Power North,2016,35.62505,-115.35015,52.0
Back River Wastewater Treatment,2016,39.29606,-76.49012,0.8
"Solar Star California II, LLC",2016,38.51621,-121.47566,2.0
Wastewater Treatment Plant,2016,42.40517,-73.2446,1.5
Kent County-Worton Complex,2016,39.28247,-76.08897,1.0
Martin Limestone Solar Array,2016,40.10589,-76.05935,1.0
"Solar Star New Jersey NJ, LLC",2016,40.40061,-74.66942,1.5
Cogentrix of Alamosa,2016,37.59878,-105.94974,30.0
SVEP Solar Project Company,2016,42.75367,-73.22771,2.0
Adams Ave MS and HS,2016,39.40898,-74.53229,3.1
Farrington Farm,2016,35.83317,-79.02667,1.0
"Plymouth Solar, LLC",2016,35.87529,-76.71017,5.0
Adelanto Solar Project,2016,34.54752,-117.44051,10.0
Pearl City Peninsula Solar Park,2016,21.37626,-157.96798,1.0
"Ironwood Solar, LLC",2016,33.56519,-114.91855,4.0
Reeves Station Rd East,2016,39.9279,-74.81452,5.5
Dartmouth II Solar,2016,41.6797,-71.03325,2.0
WSMR I,2016,32.39589,-106.47604,4.6
Baldock Solar Highway,2016,45.26965,-122.77178,1.7
Brighton PV Solar Plant,2016,39.9827,-104.94099,1.8
"RE Kammerer 1, LLC",2016,38.36357,-121.38535,5.0
"Waterloo Solar, LLC",2016,41.4339,-85.04286,1.0
Belwood Farm,2016,35.46814,-81.50978,4.0
Frankford Solar,2016,41.16509,-74.70289,8.16
Railroad Farm,2016,34.81994,-78.96894,5.0
"Beaver Solar, LLC",2016,40.69145,-80.32493,1.3
Kalaeloa Solar Two,2016,21.31899,-158.08674,5.0
Giffen,2016,36.52741,-120.31328,10.0
Rockford Solar Farm,2016,42.17369,-89.08901,2.6
Town of Cary,2016,35.65195,-78.75806,1.5
True North,2016,42.84752,-70.8962,4.8
Lincoln Solar,2016,41.46291,-87.26009,1.5
Douglas Solar,2016,42.05849,-71.73116,2.0
Kapolei Solar Energy Park,2016,21.31581,-158.10541,1.0
"Progress Solar III, LLC",2016,34.71394,-79.35352,3.5
"Progress Solar II, LLC",2016,34.47543,-79.09681,3.5
"Progress Solar I, LLC",2016,35.94794,-78.25143,4.0
Progress Manis I,2016,34.75631,-79.44461,1.0
Dorchester Solar Site,2016,42.30196,-71.04665,1.3
Princeton University Cogeneration,2016,40.3349,-74.64697,4.5
"Gato Montes Solar, LLC",2016,32.105,-110.82252,5.0
"SunE EPE2, LLC",2016,32.24793,-106.91134,12.0
Glopak Solar PV Power Plant,2016,40.57551,-74.39264,1.0
Watts Farm,2016,34.72524,-79.33743,5.0
Los Alamos PV Site,2016,35.8761,-106.31093,1.0
Frenchtown I Solar,2016,40.52171,-75.01232,3.0
Upson Rocky Creek Solar Plant,2016,32.92066,-84.3434,1.0
EAFB-North Base,2016,34.98207,-117.89204,1.1
"Hobart Solar, LLC",2016,41.53012,-87.30825,1.0
West Tennessee Solar Farm,2016,35.40941,-89.38691,4.2
Pickering Solar,2016,40.11971,-75.48812,1.4
Rose Hill,2016,34.82119,-77.97228,2.0
"Picture Rocks Solar, LLC",2016,32.37083,-111.23824,20.0
North Kern State Prison Phase II,2016,35.77722,-119.30816,4.0
Dunn,2016,35.3299,-78.61445,2.0
North Palm Springs 1A,2016,33.92335,-116.59455,2.4
North Palm Springs 4A,2016,33.90867,-116.56015,4.0
Queen Creek Solar Farm,2016,33.26835,-111.61337,19.0
AMP Napoleon Solar Facility,2016,41.40655,-84.11612,3.5
Lower Cape May HS,2016,38.9773,-74.90681,1.5
"SunE EPE1, LLC",2016,32.03587,-106.33685,10.0
"433 Purchase Solar NG, LLC",2016,41.80745,-71.18406,2.0
Chuckawalla Solar,2016,33.56847,-114.91799,4.0
Volkswagen Solar System,2016,35.09792,-85.1283,7.6
Tinton Falls Solar Farm,2016,40.26267,-74.08398,15.9
Tech Park Solar,2016,32.09965,-110.81571,5.1
Prairie Fire,2016,32.11722,-110.81942,4.5
South Robeson Farm,2016,34.56103,-79.27982,4.9
La Joya Del Sol,2016,36.67888,-119.79754,1.5
"RE Dillard 2, LLC",2016,38.46603,-121.17808,3.0
"RE Dillard 1, LLC",2016,38.46952,-121.18248,3.0
"RE McKenzie 1, LLC",2016,38.30571,-121.28454,30.0
"RE McKenzie 2, LLC",2016,38.30649,-121.29493,5.0
Canton,2016,42.14561,-71.13253,5.0
"RE McKenzie 3, LLC",2016,38.30469,-121.29,5.0
SEPV 2,2016,34.17411,-116.15288,2.0
Warrenton Farm,2016,36.4147,-78.17483,4.0
"Ararat Rock Solar, LLC",2016,36.46109,-80.60047,3.5
"Celina Solar Project #1, LLC",2016,40.5421,-84.59254,4.0
Crayola Solar Project,2016,40.76053,-75.23836,2.8
Padelford Solar,2016,41.8541,-71.06536,2.2
Shannon Farm,2016,34.84631,-79.12933,5.0
SEPV 1,2016,34.61863,-117.93952,2.0
Mocksville Farm,2016,35.87858,-80.54284,5.0
Portage Solar,2016,41.55998,-87.15695,1.5
Apex Solar PV Power Project,2016,36.3922,-114.96473,20.0
Alpaugh 50,2016,35.90192,-119.43864,50.0
Groveland Solar,2016,42.75019,-71.03613,3.2
"SunE CPS2, LLC",2016,29.23501,-98.42673,9.9
Hyder Solar Hybrid,2016,33.02715,-113.3482,16.0
"NFM Solar Power, LLC",2016,42.61042,-72.47521,1.9
Black Cap Solar Plant,2016,42.17509,-120.36266,2.0
SMPA Solar 1 Community Solar,2016,38.27248,-108.78424,1.0
"SunE CPS1, LLC",2016,29.24156,-98.41799,9.9
Town of Uxbridge MA at Commerce Dr,2016,42.04335,-71.61671,1.8
PA Solar Park,2016,40.86172,-75.8503,10.0
"Sandy Cross Solar, LLC",2016,35.86828,-77.95425,1.2
Biltmore Solar Fields,2016,35.56155,-82.5889,1.5
Stillwater Facility,2016,39.54277,-118.56094,21.8
"Black Mountain Solar, LLC",2016,35.02283,-114.16245,9.0
L-8 Solar Project,2016,34.65438,-117.97326,1.3
Easthampton Landfill-City of Easthampton,2016,42.28669,-72.7017,1.9
Cantua Solar Station,2016,36.42442,-120.34116,20.0
LTMUA,2016,39.00336,-74.93296,1.0
Alpaugh North,2016,35.90905,-119.4269,20.0
"RE Dillard 3, LLC",2016,38.4631,-121.18009,3.0
"SunGen Sharon 1, LLC",2016,43.79112,-72.4976,1.8
L'Oreal Franklin,2016,40.48711,-74.51939,1.0
Mount Saint Mary's,2016,39.67477,-77.34527,13.0
"Catalina Solar, LLC",2016,34.92947,-118.33307,110.0
Port Allen Solar,2016,21.90132,-159.58295,5.76
Keystone Solar,2016,39.86177,-76.22171,5.0
Bryan Solar Field,2016,41.47589,-84.58658,1.8
"Imperial Valley Solar Company 1, LLC",2016,33.24591,-115.49512,23.0
"Valparaiso Solar, LLC",2016,41.50296,-87.16134,1.0
Naval Air Weapons Station China Lake,2016,35.63488,-117.65233,11.12
"Axio Green, LLC",2016,42.57275,-72.614,2.0
Axium Modesto Solar,2016,37.7364,-120.98842,25.8
Lakeland Electric Co. (FL)-Airport II,2016,27.99176,-82.04524,3.5
Westford Solar Park,2016,42.63657,-71.41913,4.0
Town of Norfolk MA at Medway Branch,2016,42.12798,-71.33751,1.2
Agawam Solar,2016,42.08266,-72.61385,1.5
Saddle Mountain Solar I,2016,33.38125,-113.18452,15.0
Outback Solar at Christmas Valley,2016,43.23528,-120.48633,4.4
"Parlin Solar, LLC",2016,40.4568,-74.3289,1.3
Herbert Farm Solar,2016,38.54558,-76.80005,5.5
Rock Hall,2016,39.14603,-76.23274,1.0
Raeford Farm,2016,34.96868,-79.21321,4.9
Granville Solar PV Power Project,2016,36.40884,-78.59884,2.5
"Washington White Post Solar, LLC",2016,35.50159,-76.85236,12.5
Rariton OMP,2016,40.57376,-74.64737,2.4
Mesquite Solar 1,2016,33.34545,-112.92385,170.0
Middlebury Solar,2016,41.69741,-85.6884,1.5
Green Acres Solar Facility 2,2016,38.28355,-121.46163,0.9
Green Acres Solar Facility 1,2016,38.2821,-121.46554,2.8
Kit Carson,2016,36.96625,-105.43743,1.3
Warren County Solar,2016,40.78869,-75.10495,2.0
Chadbourn Farm,2016,34.32519,-78.76443,5.0
Crafton Hills College Solar Farm,2016,34.04332,-117.09706,1.3
"RE McKenzie 4, LLC",2016,38.30469,-121.29245,5.0
FAA NorCal TRACON,2016,38.56146,-121.2592,1.0
Arndt Farm,2016,35.77852,-81.1777,5.0
"RE McKenzie 5, LLC",2016,38.30946,-121.29234,5.0
Milford Solar Farm,2016,38.92477,-75.44873,12.0
"SunE CPS3, LLC",2016,29.22557,-98.67568,10.6
"RE McKenzie 6, LLC",2016,38.30919,-121.29003,5.0
Atlantic Coast Freezers Solar Facility,2016,39.51843,-75.02992,2.2
Shrewsbury Solar,2016,42.26471,-71.6955,2.5
Heliocentric,2016,34.65439,-117.97114,1.3
Lake Pleasant WTP,2016,33.82314,-112.24089,6.0
"RE Bruceville 1, LLC",2016,38.34768,-121.41057,5.0
Huron Solar Station,2016,36.1776,-120.10939,20.0
Williamstown Solar,2016,44.11303,-72.60587,2.0
Kingsburg Solar,2016,36.50525,-119.54012,3.7
Radiance Solar 5,2016,34.66496,-118.28685,1.5
Ramona 1,2016,33.01043,-116.87211,2.0
Camilla Solar Plant,2016,31.1856,-84.13411,16.0
Kenansville,2016,34.98553,-78.03708,1.9
Camp Solar Plant,2016,32.96407,-84.54276,2.4
"Powhatan Solar Power Generation Station 1, LLC",2016,34.4964,-117.14344,1.5
Spectrum Solar PV Power Project,2016,36.23712,-114.87362,30.0
Campo Verde Solar,2016,32.74507,-115.72684,147.4
Garrell Solar Farm,2016,34.32473,-78.79309,5.0
Radiance Solar 4,2016,34.66558,-118.28813,1.5
Rio Rancho High School,2016,35.26641,-106.66646,1.0
Presbyterian Senior Living Service,2016,39.44429,-76.51973,1.2
CU Solar Plant,2016,39.74241,-83.81661,1.8
South Atlantic Services Solar Farm I,2016,34.29081,-77.97513000000001,1.6
Imperial Solar Energy Center South,2016,32.65861,-115.66861,130.0
Horn,2016,34.70859,-118.27411,1.5
Solar Borrego I,2016,33.29352,-116.35226,26.0
Grassland 1&2 Solar Project,2016,38.50065,-121.69299,2.5
White River Solar,2016,35.87484,-119.45188,20.0
Grassland 3&4 Solar Project,2016,38.50153,-121.693,2.5
IND Community Solar Farm 1st Phase,2016,39.69488,-86.31486,10.0
White Cross Farm,2016,35.90724,-79.18904,5.0
Bladenboro Farm,2016,34.53471,-78.81666,5.0
Gridley Main,2016,39.37337,-121.68436,1.0
Valencia Solar,2016,32.14581,-110.87957,9.0
Valdosta,2016,30.80738,-83.2291,1.0
